scenario,scenario_generation_version,rvo_safety_layer_version,tier,area_policy,robots,seed,method,noise_level,sigma_p,sigma_v,observation_noise_protocol,occlusion_probability,occlusion_max_duration,observation_noise_seed,workspace_width,workspace_height,workspace_area,agent_density,area_per_agent,dominant_flow_axis,lateral_axis,passage_width,agents_per_passage_width,start_bounds_margin,goal_bounds_margin,starts_out_of_bounds,goals_out_of_bounds,initial_collision,initial_safety_violation,initial_obstacle_collision,initial_min_distance,success,collision,safety_violation,obstacle_collision,min_distance,completion_time,steps,final_goal_distance,max_final_goal_distance,progress_ratio,path_length,control_effort,smoothness,latency_ms,screen_reject_rate,screen_all_reject_rate,screen_min_margin,screen_selected_margin,screen_predicted_margin,screen_runtime_margin,rvo_intervention_rate,seed_index
narrow_gate,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,4,14177,icgp_rvo_mpc,high,0.1,0.2,neighbor_ar1_v1,0.1,3,1609392867119444561,12.0,8.0,96.0,0.0416666666666666,24.0,x,y,2.2,1.818181818181818,0.8142642974853516,0.8264856338500977,0,0,0,0,0,2.817265272140503,1,0,1,0,0.4932426512241363,19.2,160,0.1076840981841087,0.3180344104766845,0.9898401899263264,15.113579958560877,1.2698401892754192,0.8773433199863057,0.6650621879543905,0.2259375,0.14375,0.3270969401095986,0.438673572465508,0.6477756247081902,0.7249163278471811,0.6359375,0
narrow_gate,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,4,14177,passive_rvo_mpc,high,0.1,0.2,neighbor_ar1_v1,0.1,3,1609392867119444561,12.0,8.0,96.0,0.0416666666666666,24.0,x,y,2.2,1.818181818181818,0.8142642974853516,0.8264856338500977,0,0,0,0,0,2.817265272140503,0,0,0,0,0.6718601584434509,26.4,220,1.7993614673614502,7.029486656188965,0.8302333354949951,12.275937103398974,0.7522054571007505,0.5854801767260591,0.5254388636372327,0.4227272727272727,0.2306818181818181,0.3245248819142733,0.4667025440042611,0.4842216571071506,1.2135651912125915,0.509090909090909,0
narrow_gate,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,4,14177,rvo_reactive,high,0.1,0.2,neighbor_ar1_v1,0.1,3,1609392867119444561,12.0,8.0,96.0,0.0416666666666666,24.0,x,y,2.2,1.818181818181818,0.8142642974853516,0.8264856338500977,0,0,0,0,0,2.817265272140503,1,0,0,0,0.7152919769287109,15.24,127,0.1342861801385879,0.3111305832862854,0.9873303286731244,11.283665073256998,0.3089067593260896,0.196598336386575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3562992125984252,0
narrow_gate,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,4,14177,residual_passive_rvo_mpc,high,0.1,0.2,neighbor_ar1_v1,0.1,3,1609392867119444561,12.0,8.0,96.0,0.0416666666666666,24.0,x,y,2.2,1.818181818181818,0.8142642974853516,0.8264856338500977,0,0,0,0,0,2.817265272140503,1,0,0,0,0.5537886619567871,20.4,170,0.1319786310195922,0.3444320559501648,0.987548042088747,12.4776244952227,0.6862372270370971,0.4821101252973509,0.6537892650693025,0.2185294117647059,0.0941176470588235,0.6930458243204036,0.8056759630596788,0.8223579260682212,1.2035231446443968,0.4294117647058823,0
narrow_gate,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,8,18177,icgp_rvo_mpc,low,0.02,0.04,neighbor_ar1_v1,0.1,3,9138091508856229403,12.0,8.0,96.0,0.0833333333333333,12.0,x,y,2.2,3.636363636363636,0.8277382850646973,0.8030738830566406,0,0,0,0,0,0.7798157930374146,0,0,0,0,0.6078338623046875,26.4,220,1.5589617490768433,5.227271556854248,0.8499171733856201,13.603128598522744,0.9069067435847088,0.7947254328226502,0.6768456247631217,0.5706818181818182,0.2784090909090909,-0.1107835935591076,0.0662160363765257,0.0741960208740507,0.431029016113733,0.8017045454545455,0
narrow_gate,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,8,18177,passive_rvo_mpc,low,0.02,0.04,neighbor_ar1_v1,0.1,3,9138091508856229403,12.0,8.0,96.0,0.0833333333333333,12.0,x,y,2.2,3.636363636363636,0.8277382850646973,0.8030738830566406,0,0,0,0,0,0.7798157930374146,0,0,0,0,0.7515460848808289,26.4,220,3.344966650009156,7.779359817504883,0.677976667881012,10.893640687754669,0.7538487188010053,0.706534474216063,0.534434374970839,0.5428409090909091,0.2375,-0.0474198775463133,0.1048556691291755,0.1120159509943208,0.5533431466378738,0.7869318181818182,0
narrow_gate,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,8,18177,rvo_reactive,low,0.02,0.04,neighbor_ar1_v1,0.1,3,9138091508856229403,12.0,8.0,96.0,0.0833333333333333,12.0,x,y,2.2,3.636363636363636,0.8277382850646973,0.8030738830566406,0,0,0,0,0,0.7798157930374146,0,0,0,0,0.596200168132782,26.4,220,0.7058656811714172,1.910590648651123,0.9320455938577652,14.055495544649602,0.5677673035893928,0.6093475862829523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7039772727272727,0
narrow_gate,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,8,18177,residual_passive_rvo_mpc,low,0.02,0.04,neighbor_ar1_v1,0.1,3,9138091508856229403,12.0,8.0,96.0,0.0833333333333333,12.0,x,y,2.2,3.636363636363636,0.8277382850646973,0.8030738830566406,0,0,0,0,0,0.7798157930374146,0,0,0,0,0.7060176730155945,26.4,220,2.53240704536438,8.039576530456543,0.7562026083469391,11.498668923065452,0.7595831758935343,0.7634684738449075,0.6855606813339612,0.5314772727272727,0.2659090909090909,-0.0574869089029278,0.0862643008926127,0.089572015683925,0.4743456702918573,0.803409090909091,0
narrow_gate,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,8,18177,icgp_rvo_mpc,high,0.1,0.2,neighbor_ar1_v1,0.1,3,10008318962667569876,12.0,8.0,96.0,0.0833333333333333,12.0,x,y,2.2,3.636363636363636,0.8277382850646973,0.8030738830566406,0,0,0,0,0,0.7798157930374146,0,0,0,0,0.6470234990119934,26.4,220,3.168403148651123,8.076529502868652,0.6949746012687683,13.744832200845847,1.1070024271580303,0.9212417651983824,0.6353341477237833,0.5985227272727273,0.3073863636363636,-0.1234169692114514,0.0473295735417912,0.0562591758999761,0.3642507642854982,0.8085227272727272,0
narrow_gate,density_v4_interaction_tiers,rvo_multistep_density_v1,main,fixed,8,18177,passive_rvo_mpc,high,0.1,0.2,neighbor_ar1_v1,0.1,3,10008318962667569876,12.0,8.0,96.0,0.0833333333333333,12.0,x,y,2.2,3.636363636363636,0.8277382850646973,0.8030738830566406,0,0,0,0,0,0.7798157930374146,0,0,1,0,0.5097091269493104,26.4,220,1.6893322467803955,7.412633419036865,0.8373662680387497,13.686356661633909,0.9198474171486768,0.7148001225834543,0.6296190910936936,0.5925,0.3392045454545455,-0.1065325987261406,0.0344312025223007,0.042532268251538,0.5278458422785651,0.7488636363636364,0
