noise_level,scenario,robots,seed,primary,baseline,comparison,metric,direction,primary_value,baseline_value,delta,signed_improvement
high,corridor,4,14038,icgp_rvo_mpc,passive_rvo_mpc,icgp_rvo_mpc_vs_passive_rvo_mpc,final_goal_distance,lower,0.13289874792099,0.1354867815971374,-0.0025880336761474054,0.0025880336761474054
high,corridor,4,14038,icgp_rvo_mpc,passive_rvo_mpc,icgp_rvo_mpc_vs_passive_rvo_mpc,completion_time,lower,12.84,12.24,0.5999999999999996,-0.5999999999999996
high,corridor,4,14038,icgp_rvo_mpc,passive_rvo_mpc,icgp_rvo_mpc_vs_passive_rvo_mpc,min_distance,higher,0.434230625629425,0.435643196105957,-0.0014125704765319824,-0.0014125704765319824
high,corridor,4,14055,icgp_rvo_mpc,passive_rvo_mpc,icgp_rvo_mpc_vs_passive_rvo_mpc,collision,lower,0.0,1.0,-1.0,1.0
high,corridor,4,14055,icgp_rvo_mpc,passive_rvo_mpc,icgp_rvo_mpc_vs_passive_rvo_mpc,safety_violation,lower,1.0,1.0,0.0,-0.0
high,corridor,4,14055,icgp_rvo_mpc,passive_rvo_mpc,icgp_rvo_mpc_vs_passive_rvo_mpc,success,higher,1.0,0.0,1.0,1.0
high,corridor,4,14055,icgp_rvo_mpc,passive_rvo_mpc,icgp_rvo_mpc_vs_passive_rvo_mpc,progress_ratio,higher,0.9864775566384196,0.9891806934028864,-0.0027031367644667625,-0.0027031367644667625
high,corridor,4,14055,icgp_rvo_mpc,passive_rvo_mpc,icgp_rvo_mpc_vs_passive_rvo_mpc,final_goal_distance,lower,0.1382173895835876,0.1105877310037612,0.027629658579826397,-0.027629658579826397
high,corridor,4,14055,icgp_rvo_mpc,passive_rvo_mpc,icgp_rvo_mpc_vs_passive_rvo_mpc,completion_time,lower,11.64,13.56,-1.92,1.92
high,corridor,4,14055,icgp_rvo_mpc,passive_rvo_mpc,icgp_rvo_mpc_vs_passive_rvo_mpc,min_distance,higher,0.5111862421035767,0.4361778497695923,0.07500839233398438,0.07500839233398438
